# Date:     2026-03-27 03:15:44
# Database: ocvs
# Target:   lmc_ecl
# Query:    TRUE  LIMIT 50000
# Objects:  40204
# Columns:
ID	Type	I	P
OGLE-LMC-ECL-37547	NC	19.088	2.79961760
OGLE-LMC-ECL-37548	NC	19.738	10.85859540
OGLE-LMC-ECL-37549	NC	17.269	5.03290330
OGLE-LMC-ECL-37550	NC	15.388	0.29146190
OGLE-LMC-ECL-37551	NC	19.352	1.06235260
OGLE-LMC-ECL-37552	NC	14.229	1.42737960
OGLE-LMC-ECL-37553	NC	18.826	3.78570800
OGLE-LMC-ECL-37554	NC	14.863	739.98900210
OGLE-LMC-ECL-37555	NC	19.414	4.48066950
OGLE-LMC-ECL-37556	NC	19.042	1.61503640
OGLE-LMC-ECL-37557	NC	18.445	4.17742640
OGLE-LMC-ECL-37558	NC	16.943	43.08996770
OGLE-LMC-ECL-37559	NC	16.701	2.39836540
OGLE-LMC-ECL-37560	NC	17.919	9.81885130
OGLE-LMC-ECL-37561	NC	19.028	2.27714590
OGLE-LMC-ECL-37562	NC	17.413	300.70600110
OGLE-LMC-ECL-37563	C	17.737	1.47730650
OGLE-LMC-ECL-37564	NC	18.130	16.97349550
OGLE-LMC-ECL-37565	NC	18.178	0.70739830
OGLE-LMC-ECL-37566	NC	19.465	0.91595700
OGLE-LMC-ECL-37567	NC	18.347	3.95148600
OGLE-LMC-ECL-37568	NC	17.766	0.61655770
OGLE-LMC-ECL-37569	NC	15.135	28.78183400
OGLE-LMC-ECL-37570	NC	18.409	5.37898520
OGLE-LMC-ECL-37571	NC	19.503	7.09982760
OGLE-LMC-ECL-37572	NC	19.697	21.51857390
OGLE-LMC-ECL-37573	NC	18.303	1.73536890
OGLE-LMC-ECL-37574	NC	18.034	4.53723430
OGLE-LMC-ECL-37575	NC	19.426	3.71568190
OGLE-LMC-ECL-37576	NC	18.447	1.32198510
OGLE-LMC-ECL-37577	ELL	16.284	0.91007310
OGLE-LMC-ECL-37578	NC	18.092	7.64149360
OGLE-LMC-ECL-37579	NC	17.007	4.68156900
OGLE-LMC-ECL-37580	NC	18.543	0.68631590
OGLE-LMC-ECL-37581	NC	19.547	12.77567470
OGLE-LMC-ECL-37582	NC	18.635	4.47110840
OGLE-LMC-ECL-37583	NC	18.990	1.39296390
OGLE-LMC-ECL-37584	NC	19.894	2.82580040
OGLE-LMC-ECL-37585	NC	17.587	1.87674030
OGLE-LMC-ECL-37586	NC	15.728	6.97726990
OGLE-LMC-ECL-37587	NC	19.201	2.93125790
OGLE-LMC-ECL-37588	NC	17.370	96.04196360
OGLE-LMC-ECL-37589	ELL	19.287	0.52132530
OGLE-LMC-ECL-37590	NC	19.232	3.48796510
OGLE-LMC-ECL-37591	NC	19.159	5.22633710
OGLE-LMC-ECL-37592	ELL	17.695	2.07980710
OGLE-LMC-ECL-37593	NC	19.195	1.33409500
OGLE-LMC-ECL-37594	NC	16.616	1.29550940
OGLE-LMC-ECL-37595	NC	19.131	1.94263980
OGLE-LMC-ECL-37596	NC	19.689	0.66723460
OGLE-LMC-ECL-37597	NC	16.621	0.30832970
OGLE-LMC-ECL-37598	NC	18.890	2.71849850
OGLE-LMC-ECL-37599	NC	18.433	2.61540950
OGLE-LMC-ECL-37600	NC	17.838	2.83562890
OGLE-LMC-ECL-37601	NC	18.185	3.64492470
OGLE-LMC-ECL-37602	NC	19.638	3.63624230
OGLE-LMC-ECL-37603	NC	17.148	2.18907170
OGLE-LMC-ECL-37604	NC	19.617	1.77005220
OGLE-LMC-ECL-37605	NC	19.553	0.77772050
OGLE-LMC-ECL-37606	C	18.764	1.41738290
OGLE-LMC-ECL-37607	NC	17.766	6.34204610
OGLE-LMC-ECL-37608	NC	19.178	2.33655900
OGLE-LMC-ECL-37609	NC	16.458	3.95988980
OGLE-LMC-ECL-37610	NC	18.468	1.19938630
OGLE-LMC-ECL-37611	NC	16.892	2.90087390
OGLE-LMC-ECL-37612	NC	18.976	1.29596930
OGLE-LMC-ECL-37613	NC	17.837	47.96611250
OGLE-LMC-ECL-37614	NC	19.310	2.70864530
OGLE-LMC-ECL-37615	NC	16.375	1.91790790
OGLE-LMC-ECL-37616	NC	18.300	4.52026740
OGLE-LMC-ECL-37617	NC	19.000	6.86916540
OGLE-LMC-ECL-37618	NC	15.710	3.32593750
OGLE-LMC-ECL-37619	NC	18.609	6.16455700
OGLE-LMC-ECL-37620	NC	15.913	3.14188330
OGLE-LMC-ECL-37621	NC	18.293	4.14389980
OGLE-LMC-ECL-37622	NC	18.167	3.82237740
OGLE-LMC-ECL-37623	NC	19.923	2.02184280
OGLE-LMC-ECL-37624	NC	19.490	1.73879420
OGLE-LMC-ECL-37625	C	18.002	1.99350000
OGLE-LMC-ECL-37626	NC	19.030	3.24884110
OGLE-LMC-ECL-37627	NC	17.376	3.85091760
OGLE-LMC-ECL-37628	ELL	15.592	2.02944300
OGLE-LMC-ECL-37629	NC	17.694	4.50582740
OGLE-LMC-ECL-37630	NC	19.708	1.63685480
OGLE-LMC-ECL-37631	NC	16.171	0.45896730
OGLE-LMC-ECL-37632	NC	18.843	1.26368850
OGLE-LMC-ECL-37633	NC	19.322	2.38860250
OGLE-LMC-ECL-37634	ELL	16.180	0.83005360
OGLE-LMC-ECL-37635	NC	19.109	2.84642530
OGLE-LMC-ECL-37636	NC	17.880	8.86836920
OGLE-LMC-ECL-37637	NC	19.289	1.83076810
OGLE-LMC-ECL-37638	NC	19.651	1.12321000
OGLE-LMC-ECL-37639	NC	19.806	2.92005510
OGLE-LMC-ECL-37640	NC	18.958	5.75012190
OGLE-LMC-ECL-37641	NC	18.214	4.34166550
OGLE-LMC-ECL-37642	NC	16.306	12.91673450
OGLE-LMC-ECL-37643	NC	17.525	3.03390790
OGLE-LMC-ECL-37644	NC	18.937	6.04292260
OGLE-LMC-ECL-37645	NC	18.852	4.96468100
OGLE-LMC-ECL-37646	NC	19.418	2.47696490
OGLE-LMC-ECL-37647	NC	16.751	3.55330530
OGLE-LMC-ECL-37648	NC	17.970	1.68226560
OGLE-LMC-ECL-37649	ELL	17.075	1.55758550
OGLE-LMC-ECL-37650	NC	19.608	4.78202340
OGLE-LMC-ECL-37651	NC	18.074	3.21889700
OGLE-LMC-ECL-37652	NC	16.689	1.00286580
OGLE-LMC-ECL-37653	ELL	17.052	4.91434100
OGLE-LMC-ECL-37654	NC	18.184	15.54247800
OGLE-LMC-ECL-37655	NC	18.630	0.95114550
OGLE-LMC-ECL-37656	NC	18.430	1.05100010
OGLE-LMC-ECL-37657	NC	18.258	8.76584950
OGLE-LMC-ECL-37658	NC	19.232	2.35043930
OGLE-LMC-ECL-37659	NC	16.992	1.10562910
OGLE-LMC-ECL-37660	NC	19.353	4.04616890
OGLE-LMC-ECL-37661	ELL	15.625	4.23157740
OGLE-LMC-ECL-37662	NC	19.068	1.00514690
OGLE-LMC-ECL-37663	NC	18.433	2.56472580
OGLE-LMC-ECL-37664	NC	14.524	1.65635050
OGLE-LMC-ECL-37665	NC	16.411	6.63668280
OGLE-LMC-ECL-37666	NC	16.487	3.61350440
OGLE-LMC-ECL-37667	NC	18.715	4.71564660
OGLE-LMC-ECL-37668	NC	18.214	1.34360930
OGLE-LMC-ECL-37669	NC	19.125	4.58257220
OGLE-LMC-ECL-37670	NC	16.319	1.19334830
OGLE-LMC-ECL-37671	NC	15.643	37.97824730
OGLE-LMC-ECL-37672	NC	18.816	2.28370720
OGLE-LMC-ECL-37673	NC	18.763	1.04890340
OGLE-LMC-ECL-37674	NC	17.090	1080.28600730
OGLE-LMC-ECL-37675	NC	18.261	14.71560660
OGLE-LMC-ECL-37676	NC	18.069	10.27623910
OGLE-LMC-ECL-37677	NC	19.282	1.24441440
OGLE-LMC-ECL-37678	NC	18.908	7.53787230
OGLE-LMC-ECL-37679	NC	18.325	11.02822970
OGLE-LMC-ECL-37680	NC	19.006	14.40459510
OGLE-LMC-ECL-37681	ELL	16.302	74.89476260
OGLE-LMC-ECL-37682	NC	18.830	24.92925960
OGLE-LMC-ECL-37683	NC	19.546	1.78689290
OGLE-LMC-ECL-37684	NC	18.153	4.27090270
OGLE-LMC-ECL-37685	NC	17.130	263.80880010
OGLE-LMC-ECL-37686	NC	18.048	3.79148290
OGLE-LMC-ECL-37687	NC	19.251	4.39925710
OGLE-LMC-ECL-37688	NC	19.457	1.38766710
OGLE-LMC-ECL-37689	NC	18.671	0.95268780
OGLE-LMC-ECL-37690	NC	18.654	4.05153580
OGLE-LMC-ECL-37691	ELL	17.430	1.86576880
OGLE-LMC-ECL-37692	NC	17.116	6.88803620
OGLE-LMC-ECL-37693	NC	18.747	2.85180100
OGLE-LMC-ECL-37694	ELL	17.168	1.41475180
OGLE-LMC-ECL-37695	C	18.957	0.96660310
OGLE-LMC-ECL-37696	NC	18.851	13.18667280
OGLE-LMC-ECL-37697	NC	19.000	17.75430050
OGLE-LMC-ECL-37698	NC	16.163	0.49805510
OGLE-LMC-ECL-37699	NC	19.895	4.38398500
OGLE-LMC-ECL-37700	NC	17.549	2.36847320
OGLE-LMC-ECL-37701	NC	19.506	0.62699500
OGLE-LMC-ECL-37702	NC	19.798	5.18615830
OGLE-LMC-ECL-37703	NC	19.070	16.16810020
OGLE-LMC-ECL-37704	NC	18.662	8.82135570
OGLE-LMC-ECL-37705	NC	14.073	1.63869020
OGLE-LMC-ECL-37706	NC	19.360	4.70871810
OGLE-LMC-ECL-37707	NC	18.817	1.10897070
OGLE-LMC-ECL-37708	C	17.578	0.96022250
OGLE-LMC-ECL-37709	NC	18.332	19.92797660
OGLE-LMC-ECL-37710	NC	19.457	4.88819190
OGLE-LMC-ECL-37711	NC	16.604	9.36508750
OGLE-LMC-ECL-37712	NC	16.068	6.85354300
OGLE-LMC-ECL-37713	NC	19.060	19.73372630
OGLE-LMC-ECL-37714	NC	19.724	1.77611330
OGLE-LMC-ECL-37715	NC	19.732	1.50330910
OGLE-LMC-ECL-37716	NC	19.097	2.70948010
OGLE-LMC-ECL-37717	C	18.404	1.56141810
OGLE-LMC-ECL-37718	NC	18.938	6.30307320
OGLE-LMC-ECL-37719	NC	19.363	1.84881330
OGLE-LMC-ECL-37720	NC	19.152	1.26188280
OGLE-LMC-ECL-37721	NC	19.351	1.32921200
OGLE-LMC-ECL-37722	NC	16.387	19.12446110
OGLE-LMC-ECL-37723	NC	19.214	1.01644000
OGLE-LMC-ECL-37724	NC	18.938	3.91916750
OGLE-LMC-ECL-37725	NC	19.093	4.68661440
OGLE-LMC-ECL-37726	NC	18.357	10.71699020
OGLE-LMC-ECL-37727	NC	18.370	5.52181070
OGLE-LMC-ECL-37728	NC	19.787	1.58014350
OGLE-LMC-ECL-37729	NC	19.474	5.85492790
OGLE-LMC-ECL-37730	NC	18.608	4.58166450
OGLE-LMC-ECL-37731	NC	18.840	3.61859380
OGLE-LMC-ECL-37732	NC	18.924	1.51712600
OGLE-LMC-ECL-37733	NC	16.585	2.30321430
OGLE-LMC-ECL-37734	NC	15.918	9.50926170
OGLE-LMC-ECL-37735	NC	18.367	4.41519880
OGLE-LMC-ECL-37736	C	19.316	1.60869220
OGLE-LMC-ECL-37737	NC	19.349	0.89387900
OGLE-LMC-ECL-37738	NC	19.506	4.66463620
OGLE-LMC-ECL-37739	NC	16.553	0.26981300
OGLE-LMC-ECL-37740	NC	19.047	1.59789970
OGLE-LMC-ECL-37741	NC	19.511	2.45440200
OGLE-LMC-ECL-37742	NC	18.923	5.46031170
OGLE-LMC-ECL-37743	NC	18.188	17.03823680
OGLE-LMC-ECL-37744	NC	17.403	87.62280930
OGLE-LMC-ECL-37745	NC	17.860	7.22824890
OGLE-LMC-ECL-37746	NC	19.215	1.56890180
OGLE-LMC-ECL-37747	NC	19.163	3.16077450
OGLE-LMC-ECL-37748	NC	19.657	5.81765460
OGLE-LMC-ECL-37749	NC	18.748	2.88264760
OGLE-LMC-ECL-37750	NC	18.575	0.80847370
OGLE-LMC-ECL-37751	NC	17.119	1.44896180
OGLE-LMC-ECL-37752	NC	19.195	4.67618000
OGLE-LMC-ECL-37753	NC	18.133	8.24963580
OGLE-LMC-ECL-37754	NC	18.620	0.66576540
OGLE-LMC-ECL-37755	NC	19.793	1.76378090
OGLE-LMC-ECL-37756	NC	18.745	1.77578190
OGLE-LMC-ECL-37757	NC	19.285	3.81050370
OGLE-LMC-ECL-37758	NC	17.050	1.07749400
OGLE-LMC-ECL-37759	C	16.873	6.33133690
OGLE-LMC-ECL-37760	NC	19.606	26.52383740
OGLE-LMC-ECL-37761	NC	18.973	2.96553330
OGLE-LMC-ECL-37762	NC	19.190	0.48011870
OGLE-LMC-ECL-37763	NC	19.524	4.91191150
OGLE-LMC-ECL-37764	NC	18.191	0.63066490
OGLE-LMC-ECL-37765	NC	17.470	5.40390300
OGLE-LMC-ECL-37766	NC	19.447	0.56252570
OGLE-LMC-ECL-37767	NC	18.692	5.66480890
OGLE-LMC-ECL-37768	NC	18.901	2.61654910
OGLE-LMC-ECL-37769	NC	18.057	37.52214710
OGLE-LMC-ECL-37770	NC	18.398	6.28287780
OGLE-LMC-ECL-37771	C	19.011	0.59175480
OGLE-LMC-ECL-37772	NC	17.840	10.56490610
OGLE-LMC-ECL-37773	NC	19.594	1.12255800
OGLE-LMC-ECL-37774	NC	19.337	4.85632550
OGLE-LMC-ECL-37775	NC	19.087	6.17938850
OGLE-LMC-ECL-37776	NC	19.187	7.39452480
OGLE-LMC-ECL-37777	NC	15.262	15.05764810
OGLE-LMC-ECL-37778	NC	19.301	7.11101730
OGLE-LMC-ECL-37779	NC	19.063	2.10032740
OGLE-LMC-ECL-37780	NC	18.363	14.40263550
OGLE-LMC-ECL-37781	C	17.447	0.68887360
OGLE-LMC-ECL-37782	NC	18.778	1.34831200
OGLE-LMC-ECL-37783	NC	19.337	1.06641480
OGLE-LMC-ECL-37784	NC	18.461	11.40256680
OGLE-LMC-ECL-37785	NC	17.332	1.20777790
OGLE-LMC-ECL-37786	NC	19.553	5.70768790
OGLE-LMC-ECL-37787	NC	16.488	1.51493530
OGLE-LMC-ECL-37788	NC	19.450	3.73437970
OGLE-LMC-ECL-37789	NC	17.348	2.13293990
OGLE-LMC-ECL-37790	NC	19.552	1.32747060
OGLE-LMC-ECL-37791	NC	18.709	2.18353400
OGLE-LMC-ECL-37792	ELL	17.025	2.07188200
OGLE-LMC-ECL-37793	NC	18.364	11.52953650
OGLE-LMC-ECL-37794	NC	19.523	2.58730030
OGLE-LMC-ECL-37795	NC	18.573	7.33014630
OGLE-LMC-ECL-37796	NC	18.807	1.12879060
OGLE-LMC-ECL-37797	NC	18.053	7.57836230
OGLE-LMC-ECL-37798	NC	18.998	1.09083110
OGLE-LMC-ECL-37799	NC	19.050	1.14239330
OGLE-LMC-ECL-37800	NC	18.903	2.04053290
OGLE-LMC-ECL-37801	NC	19.448	1.26798910
OGLE-LMC-ECL-37802	NC	18.019	3.86368440
OGLE-LMC-ECL-37803	NC	19.585	2.00469410
OGLE-LMC-ECL-37804	NC	19.229	4.28936610
OGLE-LMC-ECL-37805	NC	15.856	9.84456780
OGLE-LMC-ECL-37806	NC	18.825	1.53065450
OGLE-LMC-ECL-37807	NC	19.768	1.21898390
OGLE-LMC-ECL-37808	NC	18.749	1.48656280
OGLE-LMC-ECL-37809	NC	16.902	1.72792460
OGLE-LMC-ECL-37810	C	19.532	0.69016610
OGLE-LMC-ECL-37811	NC	18.131	1.49948380
OGLE-LMC-ECL-37812	NC	19.688	1.68664140
OGLE-LMC-ECL-37813	NC	19.426	2.53250610
OGLE-LMC-ECL-37814	NC	18.361	4.23643790
OGLE-LMC-ECL-37815	NC	17.580	0.59580100
OGLE-LMC-ECL-37816	NC	17.446	3.48728380
OGLE-LMC-ECL-37817	NC	19.330	2.67441840
OGLE-LMC-ECL-37818	NC	14.568	3.90390920
OGLE-LMC-ECL-37819	NC	19.219	2.67335110
OGLE-LMC-ECL-37820	NC	17.161	186.35673480
OGLE-LMC-ECL-37821	NC	19.798	4.38726890
OGLE-LMC-ECL-37822	NC	18.702	5.14218570
OGLE-LMC-ECL-37823	NC	19.355	12.03298310
OGLE-LMC-ECL-37824	NC	13.050	314.28168640
OGLE-LMC-ECL-37825	NC	15.548	139.94777470
OGLE-LMC-ECL-37826	NC	18.277	2.37684620
OGLE-LMC-ECL-37827	NC	17.535	11.08939080
OGLE-LMC-ECL-37828	ELL	17.110	134.67222380
OGLE-LMC-ECL-37829	NC	17.174	22.14260700
OGLE-LMC-ECL-37830	NC	19.068	5.70118590
OGLE-LMC-ECL-37831	NC	17.911	5.07576500
OGLE-LMC-ECL-37832	NC	19.373	6.18330210
OGLE-LMC-ECL-37833	NC	19.713	3.80307000
OGLE-LMC-ECL-37834	NC	16.463	3.33835950
OGLE-LMC-ECL-37835	NC	18.966	6.61704560
OGLE-LMC-ECL-37836	NC	18.348	1.42334370
OGLE-LMC-ECL-37837	NC	18.993	5.46259920
OGLE-LMC-ECL-37838	NC	19.554	1.85542770
OGLE-LMC-ECL-37839	NC	19.142	0.74235630
OGLE-LMC-ECL-37840	NC	18.552	4.61336070
OGLE-LMC-ECL-37841	NC	18.849	1.15294790
OGLE-LMC-ECL-37842	NC	18.707	5.89319530
OGLE-LMC-ECL-37843	NC	19.145	2.04979080
OGLE-LMC-ECL-37844	NC	19.911	2.37402950
OGLE-LMC-ECL-37845	NC	17.789	2.60709150
OGLE-LMC-ECL-37846	NC	15.367	850.57400630
OGLE-LMC-ECL-37847	NC	19.197	7.33084310
OGLE-LMC-ECL-37848	NC	18.328	2.03978090
OGLE-LMC-ECL-37849	NC	18.233	2.39948880
OGLE-LMC-ECL-37850	NC	15.494	2.65030420
OGLE-LMC-ECL-37851	NC	19.185	18.70736390
OGLE-LMC-ECL-37852	NC	18.735	4.85934370
OGLE-LMC-ECL-37853	NC	19.534	4.77889430
OGLE-LMC-ECL-37854	NC	19.587	3.05139840
OGLE-LMC-ECL-37855	NC	19.930	2.49751030
OGLE-LMC-ECL-37856	NC	18.259	1.10668680
OGLE-LMC-ECL-37857	NC	19.741	1.04959710
OGLE-LMC-ECL-37858	NC	18.892	1.65740330
OGLE-LMC-ECL-37859	NC	18.218	2.79887400
OGLE-LMC-ECL-37860	C	17.190	1.95064620
OGLE-LMC-ECL-37861	NC	17.495	1.09512740
OGLE-LMC-ECL-37862	NC	17.175	1.95141070
OGLE-LMC-ECL-37863	NC	18.885	8.05245360
OGLE-LMC-ECL-37864	NC	19.626	10.79070270
OGLE-LMC-ECL-37865	NC	18.767	0.83901240
OGLE-LMC-ECL-37866	NC	19.578	3.96627130
OGLE-LMC-ECL-37867	NC	18.136	2.10021740
OGLE-LMC-ECL-37868	NC	18.983	8.11731520
OGLE-LMC-ECL-37869	NC	18.739	30.85340970
OGLE-LMC-ECL-37870	NC	16.750	3.00527360
OGLE-LMC-ECL-37871	NC	18.015	1.92517640
OGLE-LMC-ECL-37872	NC	18.612	0.87916350
OGLE-LMC-ECL-37873	NC	19.055	14.86122020
OGLE-LMC-ECL-37874	NC	16.126	7.15191400
OGLE-LMC-ECL-37875	NC	19.097	3.86930540
OGLE-LMC-ECL-37876	NC	19.128	0.71709070
OGLE-LMC-ECL-37877	NC	17.540	10.72995930
OGLE-LMC-ECL-37878	NC	19.252	5.81399720
OGLE-LMC-ECL-37879	NC	13.843	126.97800100
OGLE-LMC-ECL-37880	NC	16.794	3.55296930
OGLE-LMC-ECL-37881	NC	19.162	2.14430860
OGLE-LMC-ECL-37882	C	18.917	0.66239440
OGLE-LMC-ECL-37883	NC	18.887	4.81680450
OGLE-LMC-ECL-37884	ELL	17.036	5.53036340
OGLE-LMC-ECL-37885	NC	19.668	3.11629910
OGLE-LMC-ECL-37886	NC	18.524	1.27333220
OGLE-LMC-ECL-37887	NC	18.494	0.43087950
OGLE-LMC-ECL-37888	NC	19.054	4.44045330
OGLE-LMC-ECL-37889	NC	19.039	0.96069940
OGLE-LMC-ECL-37890	NC	16.090	2.61520030
OGLE-LMC-ECL-37891	NC	17.248	1.66624420
OGLE-LMC-ECL-37892	NC	17.430	9.66864120
OGLE-LMC-ECL-37893	NC	19.456	4.43100710
OGLE-LMC-ECL-37894	NC	18.716	2.77344210
OGLE-LMC-ECL-37895	NC	18.030	2.81409420
OGLE-LMC-ECL-37896	NC	17.396	168.77077420
OGLE-LMC-ECL-37897	NC	18.659	0.79472770
OGLE-LMC-ECL-37898	NC	18.593	1.21283930
OGLE-LMC-ECL-37899	NC	16.818	3.37186300
OGLE-LMC-ECL-37900	NC	17.958	1.87161220
OGLE-LMC-ECL-37901	NC	18.586	5.37130980
OGLE-LMC-ECL-37902	NC	19.291	2.51743240
OGLE-LMC-ECL-37903	NC	19.980	3.21616300
OGLE-LMC-ECL-37904	NC	19.439	1.98906100
OGLE-LMC-ECL-37905	NC	19.798	3.00793630
OGLE-LMC-ECL-37906	NC	19.768	1.23976710
OGLE-LMC-ECL-37907	NC	19.237	1.79621660
OGLE-LMC-ECL-37908	NC	19.094	1.87193810
OGLE-LMC-ECL-37909	NC	19.072	2.10126440
OGLE-LMC-ECL-37910	NC	19.203	3.89365740
OGLE-LMC-ECL-37911	NC	19.564	1.47753840
OGLE-LMC-ECL-37912	NC	19.055	2.70049720
OGLE-LMC-ECL-37913	NC	18.155	5.65498140
OGLE-LMC-ECL-37914	NC	19.532	5.25861520
OGLE-LMC-ECL-37915	NC	19.667	13.54490900
OGLE-LMC-ECL-37916	NC	18.730	9.32566330
OGLE-LMC-ECL-37917	NC	18.974	5.10251170
OGLE-LMC-ECL-37918	NC	18.643	13.57407200
OGLE-LMC-ECL-37919	NC	19.609	2.76958880
OGLE-LMC-ECL-37920	NC	19.185	9.98441580
OGLE-LMC-ECL-37921	NC	18.956	5.60906920
OGLE-LMC-ECL-37922	NC	18.502	1.37032320
OGLE-LMC-ECL-37923	NC	18.715	1.65569940
OGLE-LMC-ECL-37924	NC	17.742	39.41868680
OGLE-LMC-ECL-37925	NC	18.258	1.23004750
OGLE-LMC-ECL-37926	NC	19.649	1.99060110
OGLE-LMC-ECL-37927	NC	16.149	13.16933380
OGLE-LMC-ECL-37928	NC	19.083	2.64454090
OGLE-LMC-ECL-37929	NC	16.632	17.48650220
OGLE-LMC-ECL-37930	NC	17.489	3.20209960
OGLE-LMC-ECL-37931	NC	19.359	0.85185760
OGLE-LMC-ECL-37932	NC	17.823	1.52866460
OGLE-LMC-ECL-37933	NC	19.550	3.33399820
OGLE-LMC-ECL-37934	NC	19.161	1.63651460
OGLE-LMC-ECL-37935	NC	19.566	4.71776570
OGLE-LMC-ECL-37936	NC	18.421	8.54818580
OGLE-LMC-ECL-37937	NC	19.055	7.85404980
OGLE-LMC-ECL-37938	NC	16.729	34.07060520
OGLE-LMC-ECL-37939	NC	19.686	1.26762660
OGLE-LMC-ECL-37940	NC	19.168	2.01058590
OGLE-LMC-ECL-37941	NC	16.763	1.26926310
OGLE-LMC-ECL-37942	NC	17.677	10.66009410
OGLE-LMC-ECL-37943	NC	17.791	2.68462340
OGLE-LMC-ECL-37944	NC	18.210	2.48773200
OGLE-LMC-ECL-37945	NC	16.078	11.68431170
OGLE-LMC-ECL-37946	NC	19.103	5.33983620
OGLE-LMC-ECL-37947	NC	19.392	3.35958950
OGLE-LMC-ECL-37948	NC	19.810	4.54526860
OGLE-LMC-ECL-37949	NC	19.529	0.69327880
OGLE-LMC-ECL-37950	NC	19.506	6.82232940
OGLE-LMC-ECL-37951	NC	18.744	19.72176280
OGLE-LMC-ECL-37952	NC	18.800	5.99080220
OGLE-LMC-ECL-37953	NC	18.539	5.53466250
OGLE-LMC-ECL-37954	NC	19.115	0.69042520
OGLE-LMC-ECL-37955	NC	18.848	3.35626790
OGLE-LMC-ECL-37956	NC	15.758	1.54656500
OGLE-LMC-ECL-37957	NC	19.617	10.80076720
OGLE-LMC-ECL-37958	NC	19.346	0.52851540
OGLE-LMC-ECL-37959	NC	19.486	1.86070560
OGLE-LMC-ECL-37960	NC	15.886	3.89158930
OGLE-LMC-ECL-37961	NC	19.310	1.27330860
OGLE-LMC-ECL-37962	NC	17.783	1.10824160
OGLE-LMC-ECL-37963	NC	19.422	4.06658370
OGLE-LMC-ECL-37964	NC	18.199	2.38386360
OGLE-LMC-ECL-37965	NC	19.618	3.12694590
OGLE-LMC-ECL-37966	NC	18.608	2.81705900
OGLE-LMC-ECL-37967	NC	18.906	8.18596990
OGLE-LMC-ECL-37968	NC	19.400	1.82651620
OGLE-LMC-ECL-37969	NC	18.642	0.97264920
OGLE-LMC-ECL-37970	NC	19.618	1.60595990
OGLE-LMC-ECL-37971	NC	18.162	4.81205790
OGLE-LMC-ECL-37972	NC	19.318	1.52313230
OGLE-LMC-ECL-37973	NC	19.030	24.49918970
OGLE-LMC-ECL-37974	NC	17.519	3.32903810
OGLE-LMC-ECL-37975	NC	19.426	3.36365530
OGLE-LMC-ECL-37976	NC	19.428	1.00053660
OGLE-LMC-ECL-37977	NC	19.260	1.42289190
OGLE-LMC-ECL-37978	NC	19.173	2.55155080
OGLE-LMC-ECL-37979	NC	18.739	8.59096410
OGLE-LMC-ECL-37980	NC	17.700	2.84733580
OGLE-LMC-ECL-37981	NC	18.666	4.25248770
OGLE-LMC-ECL-37982	NC	16.103	2.16562650
OGLE-LMC-ECL-37983	NC	16.867	36.00939240
OGLE-LMC-ECL-37984	NC	19.095	2.43564160
OGLE-LMC-ECL-37985	ELL	16.992	7.75656470
OGLE-LMC-ECL-37986	NC	18.163	2.14391410
OGLE-LMC-ECL-37987	NC	19.462	5.29438090
OGLE-LMC-ECL-37988	ELL	16.518	13.61846830
OGLE-LMC-ECL-37989	NC	18.137	2.82510940
OGLE-LMC-ECL-37990	NC	18.823	1.55798320
OGLE-LMC-ECL-37991	NC	18.025	1.50759420
OGLE-LMC-ECL-37992	ELL	17.430	6.86272640
OGLE-LMC-ECL-37993	NC	16.346	176.33375600
OGLE-LMC-ECL-37994	NC	13.726	3.06803080
OGLE-LMC-ECL-37995	NC	19.453	0.95279400
OGLE-LMC-ECL-37996	NC	18.064	1.01197360
OGLE-LMC-ECL-37997	ELL	16.299	3.30021820
OGLE-LMC-ECL-37998	ELL	17.169	2.60098380
OGLE-LMC-ECL-37999	NC	18.278	1.13406970
OGLE-LMC-ECL-38000	NC	16.891	83.10444950
OGLE-LMC-ECL-38001	NC	18.785	2.11109470
OGLE-LMC-ECL-38002	NC	19.627	2.42422130
OGLE-LMC-ECL-38003	NC	18.851	1.25602720
OGLE-LMC-ECL-38004	NC	19.195	1.72440030
OGLE-LMC-ECL-38005	NC	19.578	11.50844430
OGLE-LMC-ECL-38006	NC	18.797	0.96537030
OGLE-LMC-ECL-38007	NC	19.413	12.64406970
OGLE-LMC-ECL-38008	NC	15.293	210.20378140
OGLE-LMC-ECL-38009	NC	19.243	3.62838750
OGLE-LMC-ECL-38010	NC	19.236	1.87756700
OGLE-LMC-ECL-38011	NC	19.503	3.76749560
OGLE-LMC-ECL-38012	NC	19.543	1.47873650
OGLE-LMC-ECL-38013	NC	18.680	1.68272590
OGLE-LMC-ECL-38014	NC	19.120	2.79645870
OGLE-LMC-ECL-38015	NC	18.220	10.55957090
OGLE-LMC-ECL-38016	ELL	18.763	0.94222340
OGLE-LMC-ECL-38017	NC	18.145	8.20751010
OGLE-LMC-ECL-38018	NC	19.193	0.88750260
OGLE-LMC-ECL-38019	NC	16.920	2.22916310
OGLE-LMC-ECL-38020	NC	19.770	1.16245020
OGLE-LMC-ECL-38021	NC	18.866	3.72005160
OGLE-LMC-ECL-38022	NC	16.360	5.32225720
OGLE-LMC-ECL-38023	NC	19.667	2.11008650
OGLE-LMC-ECL-38024	NC	19.340	1.82015510
OGLE-LMC-ECL-38025	NC	19.446	1.29933670
